Gene1	Gene2	corVal	pValue
RGS1	RHOH	0.0632459729125471	4.04134561613845e-09
RHOH	RGS1	0.063245972912547	4.04134561613867e-09
GIMAP7	SRGN	0.0630237162927411	4.57934706379637e-09
SRGN	GIMAP7	0.0630237162927411	4.57934706379637e-09
GNLY	ZAP70	0.0629498939292612	4.77299922075527e-09
ZAP70	GNLY	0.0629498939292612	4.7729992207553e-09
TMSB10	SLAMF1	0.0628853648099651	4.94878089023895e-09
SLAMF1	TMSB10	0.0628853648099651	4.9487808902391e-09
SH2D2A	CXCR3	0.0628777639959784	4.96989605151153e-09
CXCR3	SH2D2A	0.0628777639959783	4.96989605151191e-09
TOX	TRBV4-1	0.0628098380043787	5.16252817274651e-09
TRBV4-1	TOX	0.0628098380043787	5.16252817274651e-09
TRBC1	TRAC	0.0628067540471461	5.17144422281706e-09
TRAC	TRBC1	0.0628067540471461	5.17144422281734e-09
SRGN	CST7	0.0625724057562036	5.89462533110995e-09
CST7	SRGN	0.0625724057562033	5.89462533111075e-09
CST7	CD3E	0.0619510569490134	8.32126918538775e-09
CD3E	CST7	0.0619510569490132	8.32126918538866e-09
SIT1	CD3D	0.0617391529646537	9.35250710005871e-09
CD3D	SIT1	0.0617391529646532	9.35250710006128e-09
CST7	GNLY	0.0617386229322499	9.35523604751846e-09
GNLY	CST7	0.0617386229322499	9.35523604751849e-09
LAIR2	S100A4	0.0613872260954641	1.13455899729947e-08
S100A4	LAIR2	0.061387226095464	1.13455899729951e-08
CAMK4	TC2N	0.061347364077867	1.15958156316718e-08
TC2N	CAMK4	0.061347364077867	1.15958156316721e-08
TCF7	TRBV4-1	0.061325260725987	1.17368672608373e-08
TRBV4-1	TCF7	0.0613252607259869	1.1736867260838e-08
PTPRCAP	SEPT1	0.0613014688346218	1.18905569772654e-08
SEPT1	PTPRCAP	0.0613014688346214	1.18905569772681e-08
TRAT1	CD247	0.0612856477108064	1.19938380250574e-08
CD247	TRAT1	0.0612856477108064	1.19938380250576e-08
SEPT1	LAT	0.0612778480711054	1.20450746670321e-08
LAT	SEPT1	0.0612778480711053	1.20450746670324e-08
CXCR3	TRAV8-3	0.0612477023751822	1.22451115376568e-08
TRAV8-3	CXCR3	0.0612477023751822	1.22451115376568e-08
GZMA	IL32	0.0611419485732813	1.29727019953915e-08
IL32	GZMA	0.0611419485732812	1.29727019953919e-08
LTB	TNFRSF4	0.0610358980376957	1.37444383413563e-08
TNFRSF4	LTB	0.0610358980376957	1.37444383413563e-08
ITM2A	NBAS	0.0609465002013631	1.44294732767424e-08
NBAS	ITM2A	0.060946500201363	1.44294732767429e-08
TIGIT	ITM2A	0.0608851394391505	1.49187386162481e-08
ITM2A	TIGIT	0.0608851394391504	1.49187386162487e-08
TAGAP	HSPA8	0.060828931772424	1.53810279413673e-08
HSPA8	TAGAP	0.0608289317724239	1.5381027941368e-08
SIT1	CD247	0.0607714779339642	1.58679344855426e-08
CD247	SIT1	0.0607714779339642	1.58679344855429e-08
BIRC3	HLA-DQA1	0.0607664004315339	1.59116778049237e-08
HLA-DQA1	BIRC3	0.0607664004315334	1.59116778049275e-08
SLC38A1	GATA3	0.0605241732635545	1.81401801504565e-08
GATA3	SLC38A1	0.0605241732635545	1.81401801504565e-08
ITM2A	TNFRSF4	0.0603937951472487	1.94622034741318e-08
TNFRSF4	ITM2A	0.0603937951472486	1.94622034741333e-08
ITM2A	ZFP36L2	0.0603856410913136	1.95479219436617e-08
ZFP36L2	ITM2A	0.0603856410913135	1.95479219436621e-08
PTPRCAP	EVL	0.0601981653806303	2.16229342863611e-08
EVL	PTPRCAP	0.0601981653806303	2.16229342863618e-08
BIRC3	TMSB4X	0.0600037658516436	2.39999234392537e-08
TMSB4X	BIRC3	0.0600037658516435	2.39999234392548e-08
GZMM	ZAP70	0.059449057005091	3.22619927056588e-08
ZAP70	GZMM	0.059449057005091	3.22619927056594e-08
GZMM	TRAV8-3	0.0594098301656321	3.29407845610125e-08
TRAV8-3	GZMM	0.0594098301656321	3.29407845610134e-08
ITM2A	CD3D	0.0590969744974923	3.88733418996611e-08
CD3D	ITM2A	0.0590969744974922	3.88733418996627e-08
SIT1	LAT	0.0590724424638388	3.93800214906869e-08
LAT	SIT1	0.0590724424638386	3.9380021490691e-08
SAMSN1	RGS1	0.0590163694448945	4.05623021203946e-08
RGS1	SAMSN1	0.0590163694448943	4.05623021203975e-08
CXCR3	TCF7	0.0589568259360286	4.1855416700139e-08
TCF7	CXCR3	0.0589568259360286	4.185541670014e-08
KLRB1	LTB	0.0587415359580559	4.68728106832237e-08
LTB	KLRB1	0.0587415359580558	4.68728106832238e-08
TMSB10	HLA-DRB5	0.0584797957361615	5.37612076507665e-08
HLA-DRB5	TMSB10	0.0584797957361614	5.37612076507674e-08
S100A10	C12orf75	0.0581208386533924	6.48223124915925e-08
C12orf75	S100A10	0.0581208386533923	6.48223124915945e-08
KLRB1	IKZF3	0.0579845555075515	6.95745043301099e-08
IKZF3	KLRB1	0.0579845555075515	6.95745043301101e-08
SLC9A3R1	EVL	0.0579807774483462	6.97109380095337e-08
EVL	SLC9A3R1	0.0579807774483461	6.97109380095372e-08
NBAS	ALOX5AP	0.0577979549034565	7.66318229540236e-08
ALOX5AP	NBAS	0.0577979549034563	7.66318229540312e-08
ALOX5AP	RGS1	0.0577463604924195	7.87024182174449e-08
RGS1	ALOX5AP	0.0577463604924194	7.87024182174487e-08
LCK	LY9	0.0577205721499375	7.97575632988495e-08
LY9	LCK	0.0577205721499374	7.97575632988556e-08
CD3D	LTB	0.0572087412593315	1.03766972079112e-07
LTB	CD3D	0.0572087412593313	1.0376697207912e-07
HSPA8	ITM2A	0.0571838748162368	1.05096212289855e-07
ITM2A	HSPA8	0.0571838748162368	1.05096212289856e-07
APOBEC3G	GZMA	0.0570581554495459	1.12072804469179e-07
GZMA	APOBEC3G	0.0570581554495458	1.12072804469185e-07
BATF	NBAS	0.0569892256382117	1.16086016009454e-07
NBAS	BATF	0.0569892256382116	1.16086016009458e-07
CD40LG	CD82	0.0569687616830997	1.17303991181524e-07
CD82	CD40LG	0.0569687616830996	1.17303991181531e-07
ZAP70	SKAP1	0.0569277849567782	1.19780118995236e-07
SKAP1	ZAP70	0.0569277849567779	1.19780118995251e-07
ISG20	RARRES3	0.0569076036619396	1.21018137662412e-07
RARRES3	ISG20	0.0569076036619395	1.21018137662416e-07
LCK	KLRB1	0.0566039195743303	1.41211191799457e-07
KLRB1	LCK	0.0566039195743302	1.41211191799462e-07
SRGN	TMSB10	0.0565274146683685	1.46790926096048e-07
TMSB10	SRGN	0.0565274146683681	1.46790926096073e-07
TOX	LY9	0.0564101249957861	1.5576134285519e-07
LY9	TOX	0.0564101249957861	1.55761342855196e-07
RARRES3	KIAA1551	0.0563955492699477	1.56912462329974e-07
KIAA1551	RARRES3	0.0563955492699477	1.56912462329974e-07
GIMAP7	IL7R	0.0563440697662867	1.61044254061101e-07
IL7R	GIMAP7	0.0563440697662866	1.61044254061104e-07
ZFP36L2	KIAA1551	0.0562457494958177	1.69229729619297e-07
KIAA1551	ZFP36L2	0.0562457494958177	1.69229729619302e-07
CD3E	TRAT1	0.0561209085161919	1.8020414898806e-07
TRAT1	CD3E	0.0561209085161919	1.80204148988064e-07
CST7	SH2D2A	0.0558306644065937	2.0844242507294e-07
SH2D2A	CST7	0.0558306644065936	2.08442425072945e-07
SH2D1A	CCL5	0.055753838234054	2.16605131648423e-07
CCL5	SH2D1A	0.0557538382340538	2.16605131648438e-07
TRBC1	IL32	0.0556815932951224	2.24562276817782e-07
IL32	TRBC1	0.0556815932951224	2.24562276817792e-07
EVL	LTB	0.0556632929385209	2.26622297363409e-07
LTB	EVL	0.0556632929385209	2.26622297363415e-07
SELL	CD52	0.0553819223289825	2.60689332742e-07
CD52	SELL	0.0553819223289825	2.60689332742005e-07
EVL	ZAP70	0.0553290850249993	2.67616017199933e-07
ZAP70	EVL	0.0553290850249993	2.67616017199938e-07
LAIR2	TIGIT	0.0551311620174002	2.9517700036309e-07
TIGIT	LAIR2	0.0551311620173999	2.95177000363127e-07
TNFRSF18	IL22	0.0549319575403122	3.2567433339292e-07
IL22	TNFRSF18	0.0549319575403122	3.2567433339292e-07
ZFP36L2	TAGAP	0.0549298751233801	3.26008667566425e-07
TAGAP	ZFP36L2	0.05492987512338	3.26008667566444e-07
BATF	TRBV4-1	0.0548615170267752	3.37169428034045e-07
TRBV4-1	BATF	0.054861517026775	3.37169428034079e-07
ZFP36L2	DDIT4	0.0547713236071485	3.52460718574688e-07
DDIT4	ZFP36L2	0.0547713236071484	3.52460718574699e-07
TIGIT	GZMM	0.0547413628987296	3.57686714471659e-07
GZMM	TIGIT	0.0547413628987294	3.57686714471696e-07
SH2D2A	CCL5	0.0546603745333947	3.72190370909671e-07
CCL5	SH2D2A	0.0546603745333946	3.72190370909697e-07
S100A4	DUSP2	0.0544772177502468	4.07113579939356e-07
DUSP2	S100A4	0.0544772177502467	4.07113579939375e-07
CD40LG	CD69	0.0544249696426069	4.17642069054326e-07
CD69	CD40LG	0.0544249696426067	4.17642069054355e-07
SELL	PTPRCAP	0.0543510110939503	4.32995531343499e-07
PTPRCAP	SELL	0.0543510110939501	4.32995531343531e-07
SIT1	CAMK4	0.0540609558946954	4.98633715156681e-07
CAMK4	SIT1	0.0540609558946954	4.98633715156696e-07
LTB	CD69	0.0540565512436347	4.99700879111059e-07
CD69	LTB	0.0540565512436345	4.99700879111096e-07
C12orf75	IKZF3	0.0540380440508987	5.04208938154371e-07
IKZF3	C12orf75	0.0540380440508987	5.04208938154375e-07
TAGAP	CXCR4	0.0540280522175673	5.06659064795749e-07
CXCR4	TAGAP	0.0540280522175672	5.06659064795763e-07
GNLY	CD247	0.0540088064724716	5.11410759917475e-07
CD247	GNLY	0.0540088064724715	5.11410759917487e-07
ACTB	EVL	0.053769281427853	5.74263842328202e-07
EVL	ACTB	0.0537692814278529	5.7426384232823e-07
PTPRCAP	ITM2A	0.0536512993420663	6.07898251473764e-07
ITM2A	PTPRCAP	0.053651299342066	6.07898251473853e-07
TCF7	TRBC1	0.0536213184386629	6.16743143366379e-07
TRBC1	TCF7	0.0536213184386628	6.16743143366395e-07
SH2D1A	SH2D2A	0.0535205348854798	6.47394416520664e-07
SH2D2A	SH2D1A	0.0535205348854797	6.47394416520694e-07
APOBEC3G	CCL5	0.0534323856715875	6.75402121881969e-07
CCL5	APOBEC3G	0.0534323856715875	6.75402121881982e-07
PIM2	HSPA8	0.0534211071861446	6.79068790697468e-07
HSPA8	PIM2	0.0534211071861446	6.79068790697473e-07
CCL5	KLRB1	0.053360886031485	6.98973749721908e-07
KLRB1	CCL5	0.053360886031485	6.98973749721911e-07
ACTB	SLC9A3R1	0.0533094597215741	7.16415629577813e-07
SLC9A3R1	ACTB	0.053309459721574	7.16415629577846e-07
CXCR3	CD3E	0.052985058922876	8.36497977727446e-07
CD3E	CXCR3	0.052985058922876	8.36497977727452e-07
CD82	ALOX5AP	0.0529837963143618	8.37001204739581e-07
ALOX5AP	CD82	0.0529837963143617	8.370012047396e-07
BIRC3	SLAMF1	0.0529806475797677	8.38257439057367e-07
SLAMF1	BIRC3	0.0529806475797676	8.38257439057405e-07
ITM2A	ALOX5AP	0.0529537798817628	8.49050796746131e-07
ALOX5AP	ITM2A	0.0529537798817628	8.49050796746161e-07
ZAP70	SEPT1	0.0529105053651948	8.66717018924915e-07
SEPT1	ZAP70	0.0529105053651947	8.66717018924942e-07
CD82	GATA3	0.0528703950751557	8.834071377282e-07
GATA3	CD82	0.0528703950751555	8.83407137728288e-07
LCK	CD247	0.0528677623294775	8.84513392663766e-07
CD247	LCK	0.0528677623294773	8.84513392663831e-07
ISG20	CD247	0.0528364758848948	8.97762184460695e-07
CD247	ISG20	0.0528364758848946	8.97762184460741e-07
SKAP1	TRBC2	0.052678410085825	9.6767211880562e-07
TRBC2	SKAP1	0.0526784100858249	9.67672118805639e-07
CD74	CXCR3	0.0526507435530593	9.80435626359231e-07
CXCR3	CD74	0.0526507435530592	9.80435626359238e-07
TRBC1	GNLY	0.0526373932071945	9.86652401559758e-07
GNLY	TRBC1	0.0526373932071943	9.86652401559853e-07
APOBEC3G	LAT	0.0525632477493123	1.02187573860869e-06
LAT	APOBEC3G	0.0525632477493123	1.0218757386087e-06
HSPA8	SLC38A1	0.0525213413213984	1.04231572621253e-06
SLC38A1	HSPA8	0.0525213413213983	1.04231572621258e-06
TRBC2	CD3D	0.0524929313360853	1.05639595167275e-06
CD3D	TRBC2	0.0524929313360849	1.05639595167295e-06
RGS1	CD74	0.0523968618146454	1.10537745854406e-06
CD74	RGS1	0.0523968618146453	1.10537745854414e-06
RARRES3	CCL5	0.0523191632654445	1.14658368110934e-06
CCL5	RARRES3	0.0523191632654444	1.14658368110937e-06
SKAP1	SH2D1A	0.0523143137705721	1.14920394700497e-06
SH2D1A	SKAP1	0.0523143137705721	1.149203947005e-06
TUBA4A	HSPA8	0.0522453045623449	1.18712084887275e-06
HSPA8	TUBA4A	0.0522453045623447	1.18712084887281e-06
GIMAP7	CD74	0.0521475094332631	1.24292126439487e-06
CD74	GIMAP7	0.0521475094332626	1.24292126439511e-06
SLAMF1	IL32	0.0520867388073832	1.27885789317392e-06
IL32	SLAMF1	0.052086738807383	1.27885789317401e-06
TIGIT	SH2D1A	0.052039087533762	1.30773329519302e-06
SH2D1A	TIGIT	0.052039087533762	1.30773329519306e-06
PGM2L1	CD40LG	0.0516667252907698	1.55599555987844e-06
CD40LG	PGM2L1	0.0516667252907697	1.55599555987851e-06
CD3G	SIT1	0.0516657262373022	1.55671894707389e-06
SIT1	CD3G	0.0516657262373021	1.55671894707399e-06
ZFP36L2	RGS1	0.0516077961163315	1.59922185917617e-06
RGS1	ZFP36L2	0.0516077961163315	1.59922185917624e-06
LIME1	LCK	0.0515978812793627	1.6066072005635e-06
LCK	LIME1	0.0515978812793625	1.60660720056359e-06
SLC9A3R1	TCF7	0.0514297879489458	1.73691823448086e-06
TCF7	SLC9A3R1	0.0514297879489457	1.73691823448094e-06
ITM2A	IL32	0.0514233144853396	1.74213446419386e-06
IL32	ITM2A	0.0514233144853395	1.74213446419391e-06
EVL	SKAP1	0.0513518103975874	1.80076203536651e-06
SKAP1	EVL	0.0513518103975874	1.80076203536654e-06
CXCR3	LTB	0.0513412559807023	1.80957475423382e-06
LTB	CXCR3	0.0513412559807023	1.80957475423383e-06
SAMSN1	CD69	0.0513207390347697	1.82682468457909e-06
CD69	SAMSN1	0.0513207390347697	1.82682468457913e-06
RARRES3	HSPA8	0.0512491511971211	1.88825902830697e-06
HSPA8	RARRES3	0.051249151197121	1.88825902830706e-06
TUBA4A	PTPRCAP	0.0510684467392498	2.0522880289879e-06
PTPRCAP	TUBA4A	0.0510684467392496	2.05228802898807e-06
RARRES3	GZMA	0.0510604117395232	2.05989053188354e-06
GZMA	RARRES3	0.0510604117395231	2.05989053188359e-06
TSPAN13	TRAT1	0.0509748540053999	2.14253847592298e-06
TRAT1	TSPAN13	0.0509748540053999	2.14253847592299e-06
APOBEC3G	ACTB	0.0509724582641462	2.14489796064209e-06
ACTB	APOBEC3G	0.0509724582641462	2.14489796064209e-06
CD82	TRBV4-1	0.0509404589840137	2.17665318539359e-06
TRBV4-1	CD82	0.0509404589840133	2.17665318539402e-06
CD82	TNFRSF4	0.0508606407976959	2.25784210192492e-06
TNFRSF4	CD82	0.0508606407976959	2.25784210192494e-06
TRAC	TRBC2	0.0508227869004783	2.29735496374768e-06
TRBC2	TRAC	0.0508227869004782	2.2973549637478e-06
IL7R	TMSB10	0.0507361515667691	2.39030086735119e-06
TMSB10	IL7R	0.050736151566769	2.39030086735131e-06
RGS1	BIRC3	0.0506822210605794	2.44997125986103e-06
BIRC3	RGS1	0.0506822210605794	2.44997125986111e-06
TRBC1	TRBV4-1	0.0506722886125811	2.4611156228259e-06
TRBV4-1	TRBC1	0.050672288612581	2.46111562282597e-06
SEPT1	EVL	0.0506506589702439	2.48555301457003e-06
EVL	SEPT1	0.0506506589702437	2.48555301457031e-06
DUSP2	PTGER4	0.0506069132510339	2.53569111874488e-06
PTGER4	DUSP2	0.0506069132510337	2.53569111874507e-06
SLAMF1	SRGN	0.0503928401623338	2.79537055648462e-06
SRGN	SLAMF1	0.0503928401623338	2.79537055648468e-06
ACTB	IL2RG	0.0503112371196477	2.90092361399307e-06
IL2RG	ACTB	0.0503112371196476	2.90092361399329e-06
TOX	TCF7	0.0501971618745099	3.0549069173991e-06
TCF7	TOX	0.0501971618745098	3.05490691739916e-06
SKAP1	LAT	0.0501418001969143	3.13243272336545e-06
LAT	SKAP1	0.0501418001969142	3.13243272336556e-06
SLC38A1	S100A10	0.0500437090663795	3.274450848489e-06
S100A10	SLC38A1	0.0500437090663795	3.27445084848905e-06
TRBC1	IL2RG	0.0499503075161717	3.41540346479856e-06
IL2RG	TRBC1	0.0499503075161716	3.41540346479868e-06
CD74	TMSB4X	0.0499385917645726	3.43348902767232e-06
TMSB4X	CD74	0.0499385917645719	3.43348902767335e-06
CXCR3	SEPT1	0.0497785525648975	3.68992293200507e-06
SEPT1	CXCR3	0.0497785525648975	3.68992293200507e-06
IL2RG	CD247	0.0496896958010241	3.84012364731269e-06
CD247	IL2RG	0.049689695801024	3.84012364731279e-06
CST7	HLA-DQA1	0.0496509028465636	3.90751987133178e-06
HLA-DQA1	CST7	0.0496509028465635	3.90751987133189e-06
TMSB4X	RARRES3	0.0495984752868841	4.00040715325265e-06
RARRES3	TMSB4X	0.0495984752868841	4.00040715325272e-06
IL22	TNFRSF25	0.04956758209635	4.05612826692085e-06
TNFRSF25	IL22	0.0495675820963496	4.05612826692159e-06
GATA3	TNFRSF25	0.0495660219467804	4.05896189835775e-06
TNFRSF25	GATA3	0.0495660219467804	4.05896189835791e-06
HSPA8	PTPRCAP	0.0495451017592633	4.09714204611714e-06
PTPRCAP	HSPA8	0.0495451017592632	4.09714204611724e-06
GZMM	PTPRCAP	0.0495164948581599	4.14990810705941e-06
PTPRCAP	GZMM	0.0495164948581595	4.14990810706012e-06
GZMA	LCK	0.0494799954912652	4.21817784348385e-06
LCK	GZMA	0.0494799954912652	4.21817784348395e-06
TC2N	PIM2	0.0494287683879685	4.31581214099974e-06
PIM2	TC2N	0.0494287683879684	4.31581214099989e-06
LCK	SEPT1	0.0494152071103543	4.34201894185888e-06
SEPT1	LCK	0.0494152071103541	4.34201894185935e-06
DUSP2	IL22	0.0493944438704245	4.38243893759163e-06
IL22	DUSP2	0.0493944438704245	4.38243893759175e-06
DUSP2	RHOH	0.0493730866270601	4.42439122977732e-06
RHOH	DUSP2	0.04937308662706	4.42439122977734e-06
TCF7	ZAP70	0.0493547713726445	4.46067426576459e-06
ZAP70	TCF7	0.0493547713726444	4.46067426576484e-06
SH2D1A	CD96	0.0493225272616558	4.52524439930158e-06
CD96	SH2D1A	0.0493225272616558	4.52524439930169e-06
GZMA	CD96	0.0492152751503196	4.74652479726461e-06
CD96	GZMA	0.0492152751503195	4.74652479726482e-06
RHOH	SLC38A1	0.0490953927730195	5.0061242948771e-06
SLC38A1	RHOH	0.0490953927730195	5.00612429487714e-06
LAIR2	TRAV8-2	0.0488012361321151	5.70196461878493e-06
TRAV8-2	LAIR2	0.0488012361321151	5.70196461878506e-06
PGM2L1	ITK	0.0487334290981219	5.87501814288243e-06
ITK	PGM2L1	0.0487334290981217	5.87501814288291e-06
TRAV8-3	PIM2	0.048660515974423	6.06670755978854e-06
PIM2	TRAV8-3	0.048660515974423	6.06670755978864e-06
SKAP1	CAMK4	0.0486374109512761	6.12868948807854e-06
CAMK4	SKAP1	0.0486374109512759	6.12868948807895e-06
EVL	PTGER4	0.048632715938282	6.14135826246208e-06
PTGER4	EVL	0.048632715938282	6.14135826246215e-06
CD40LG	GATA3	0.0485432436342233	6.38762818713419e-06
GATA3	CD40LG	0.0485432436342232	6.38762818713442e-06
TIGIT	TMSB4X	0.0485063214385788	6.49198505231393e-06
TMSB4X	TIGIT	0.0485063214385787	6.49198505231414e-06
SIT1	CXCR3	0.0483922039908963	6.82493606433098e-06
CXCR3	SIT1	0.0483922039908962	6.82493606433114e-06
PGM2L1	RASAL3	0.0483780568934769	6.86733205009263e-06
RASAL3	PGM2L1	0.0483780568934768	6.86733205009271e-06
TMSB10	CD74	0.0483095375978856	7.07625950028523e-06
CD74	TMSB10	0.0483095375978855	7.07625950028545e-06
RARRES3	CD52	0.0482913830241133	7.13262644023476e-06
CD52	RARRES3	0.0482913830241132	7.1326264402349e-06
TRAT1	ALOX5AP	0.0482580418351428	7.2372654579299e-06
ALOX5AP	TRAT1	0.0482580418351427	7.23726545792996e-06
PTPRCAP	TAGAP	0.0481623746375259	7.54572104442963e-06
TAGAP	PTPRCAP	0.0481623746375259	7.54572104442966e-06
EVL	CD247	0.0481226608880377	7.67742580895263e-06
CD247	EVL	0.0481226608880376	7.67742580895296e-06
TNFRSF4	SLAMF1	0.0481138725356496	7.7068665966034e-06
SLAMF1	TNFRSF4	0.0481138725356495	7.70686659660361e-06
PTPRCAP	CD247	0.0480315763170398	7.98784448504753e-06
CD247	PTPRCAP	0.0480315763170394	7.98784448504885e-06
S100A4	BATF	0.0479580594461525	8.24710493119419e-06
BATF	S100A4	0.0479580594461524	8.24710493119434e-06
TCF7	TRAV8-2	0.0479510976152431	8.27206872300133e-06
TRAV8-2	TCF7	0.047951097615243	8.27206872300149e-06
ZAP70	IKZF3	0.0479313273678609	8.3433553815848e-06
IKZF3	ZAP70	0.0479313273678609	8.3433553815848e-06
TNFRSF18	GNLY	0.0479173193115172	8.39421994133186e-06
GNLY	TNFRSF18	0.0479173193115171	8.39421994133219e-06
APOBEC3G	CD247	0.0478550506799505	8.62393134403428e-06
CD247	APOBEC3G	0.0478550506799503	8.62393134403479e-06
RHOH	SRGN	0.0477943665732523	8.85356835582451e-06
SRGN	RHOH	0.0477943665732523	8.85356835582461e-06
CD3E	TRAC	0.0477612778951717	8.98122985858788e-06
TRAC	CD3E	0.0477612778951717	8.98122985858795e-06
DDIT4	KLRB1	0.0477057956612738	9.1992450382206e-06
KLRB1	DDIT4	0.0477057956612738	9.19924503822067e-06
CD40LG	TRAV8-3	0.047690930624714	9.25850980615089e-06
TRAV8-3	CD40LG	0.0476909306247138	9.25850980615155e-06
TRAV8-3	SIT1	0.0476843766852403	9.28475511324209e-06
SIT1	TRAV8-3	0.0476843766852402	9.28475511324257e-06
CD3D	LCK	0.0476795753634324	9.30402713373875e-06
LCK	CD3D	0.0476795753634321	9.30402713374002e-06
CCL5	RASAL3	0.0473396176257859	1.07700935068557e-05
RASAL3	CCL5	0.0473396176257859	1.07700935068557e-05
CD82	TNFRSF18	0.047267762913947	1.11070235028166e-05
TNFRSF18	CD82	0.0472677629139469	1.11070235028171e-05
DDIT4	IL32	0.0469326205103624	1.28158918533102e-05
IL32	DDIT4	0.0469326205103624	1.28158918533104e-05
KLRB1	TSPAN13	0.0466817083304143	1.42565174775023e-05
TSPAN13	KLRB1	0.0466817083304141	1.42565174775031e-05
PTGER4	SRGN	0.0466594452155769	1.43915457063122e-05
SRGN	PTGER4	0.0466594452155768	1.43915457063123e-05
CXCR3	TRAV8-2	0.0466190550877493	1.46396350197569e-05
TRAV8-2	CXCR3	0.0466190550877493	1.46396350197573e-05
GNLY	TSPAN13	0.0465622700014945	1.4995332502508e-05
TSPAN13	GNLY	0.0465622700014941	1.49953325025104e-05
PTPN7	SLC38A1	0.0464932896842314	1.54385077273981e-05
SLC38A1	PTPN7	0.0464932896842313	1.54385077273987e-05
TOX	NBAS	0.0464861789876786	1.54848948158851e-05
NBAS	TOX	0.0464861789876786	1.54848948158851e-05
CD52	CD69	0.0464225300931863	1.59060711449892e-05
CD69	CD52	0.0464225300931861	1.59060711449905e-05
CD96	CXCR3	0.0464200497277765	1.59227032090901e-05
CXCR3	CD96	0.0464200497277765	1.59227032090901e-05
DUSP2	CST7	0.0463946239366757	1.60941541186635e-05
CST7	DUSP2	0.0463946239366757	1.60941541186636e-05
TCF7	LAT	0.0463895273725192	1.61287322428335e-05
LAT	TCF7	0.0463895273725192	1.61287322428338e-05
CCL5	CD2	0.0463568035255821	1.63524427442392e-05
CD2	CCL5	0.0463568035255821	1.63524427442395e-05
TNFRSF25	CD82	0.0463534558941495	1.63754941972186e-05
CD82	TNFRSF25	0.0463534558941494	1.63754941972191e-05
CD69	ZFP36L2	0.0461443966458018	1.78780270079604e-05
ZFP36L2	CD69	0.0461443966458018	1.78780270079606e-05
ITM2A	SH2D1A	0.0461258293823234	1.80176427668951e-05
SH2D1A	ITM2A	0.0461258293823234	1.80176427668952e-05
C12orf75	TMSB10	0.0461106529218545	1.81325322948348e-05
TMSB10	C12orf75	0.0461106529218544	1.81325322948358e-05
ALOX5AP	TNFRSF18	0.0459607402932804	1.93055299492634e-05
TNFRSF18	ALOX5AP	0.0459607402932804	1.93055299492637e-05
LCK	SKAP1	0.0458948922537983	1.98432894529547e-05
SKAP1	LCK	0.0458948922537983	1.98432894529553e-05
GIMAP7	HLA-DRB5	0.0458312685067142	2.03764098188397e-05
HLA-DRB5	GIMAP7	0.045831268506714	2.03764098188411e-05
TRAC	LTB	0.0458267245716425	2.04150018471508e-05
LTB	TRAC	0.0458267245716425	2.04150018471509e-05
ISG20	TMSB10	0.0458191119506913	2.04798124708918e-05
TMSB10	ISG20	0.0458191119506913	2.04798124708922e-05
TOX	CD28	0.0457771384947038	2.08406885566182e-05
CD28	TOX	0.0457771384947037	2.08406885566186e-05
CAMK4	TRAT1	0.0457459292300762	2.11129322445553e-05
TRAT1	CAMK4	0.045745929230076	2.11129322445569e-05
CLEC2D	C12orf75	0.0456105734484203	2.23333304593201e-05
C12orf75	CLEC2D	0.0456105734484203	2.23333304593202e-05
IL32	RARRES3	0.0455967157336886	2.24619952966868e-05
RARRES3	IL32	0.0455967157336883	2.24619952966901e-05
SLC38A1	CD96	0.0455137832438945	2.32468642723033e-05
CD96	SLC38A1	0.0455137832438945	2.32468642723033e-05
GATA3	SLAMF1	0.0454885922749356	2.34903912370258e-05
SLAMF1	GATA3	0.0454885922749355	2.34903912370265e-05
BATF	DUSP2	0.0454268136853608	2.40979354133358e-05
DUSP2	BATF	0.0454268136853607	2.40979354133363e-05
LY9	CD3G	0.0454243042551728	2.41229268997646e-05
CD3G	LY9	0.0454243042551728	2.41229268997648e-05
CD40LG	TNFRSF25	0.045368517548701	2.46849164417401e-05
TNFRSF25	CD40LG	0.0453685175487009	2.46849164417418e-05
TRAV8-3	KLRB1	0.0453386673967478	2.49907159496879e-05
KLRB1	TRAV8-3	0.0453386673967474	2.49907159496916e-05
CLEC2D	LAT	0.0453276716609872	2.51042670235119e-05
LAT	CLEC2D	0.0453276716609871	2.51042670235126e-05
DUSP2	GZMM	0.0452177954668194	2.6266215787799e-05
GZMM	DUSP2	0.0452177954668194	2.62662157877994e-05
ACTB	IL32	0.045154744245695	2.69558936326024e-05
IL32	ACTB	0.0451547442456949	2.69558936326041e-05
LAT	CD2	0.0451409692843208	2.71088441085049e-05
CD2	LAT	0.0451409692843208	2.71088441085053e-05
TMSB10	GIMAP7	0.0451008437135885	2.75590951022262e-05
GIMAP7	TMSB10	0.0451008437135885	2.75590951022266e-05
CAMK4	TOX	0.0450904228162908	2.76771862026843e-05
