Parent	Type	Child	Weight	Probability	Score
TMSB4X	+	SAMSN1	0.506017	0.000000	NaN
TRBV4-1	-	SAMSN1	-0.175282	0.000000	NaN
PTGER4	-	SAMSN1	-0.005132	0.000000	NaN
RHOH	-	SAMSN1	-0.213460	0.000000	NaN
SH2D1A	-	SAMSN1	-0.853538	0.000000	NaN
NBAS	+	SAMSN1	0.213658	0.000000	NaN
CD3E	-	SAMSN1	-0.002771	0.000000	NaN
ALOX5AP	+	SAMSN1	0.354214	0.000000	NaN
SKAP1	-	SAMSN1	-0.463299	0.000000	NaN
LIME1	-	SAMSN1	-0.612702	0.000000	NaN
TNFRSF4	-	SAMSN1	-0.162037	0.000000	NaN
SEPT1	+	SAMSN1	0.694652	0.000000	NaN
TMC8	+	SAMSN1	0.487770	0.000000	NaN
HLA-DPA1	+	SAMSN1	1.080295	0.000000	NaN
IL2RG	+	SAMSN1	1.438988	0.000000	NaN
GNLY	-	SAMSN1	-0.022708	0.000000	NaN
CD3G	+	SAMSN1	1.387228	0.000000	NaN
PTPN7	+	SAMSN1	0.436912	0.000000	NaN
SIT1	-	SAMSN1	-0.309818	0.000000	NaN
ZFP36L2	+	SAMSN1	2.960564	0.000000	NaN
TMSB10	+	SAMSN1	1.994980	0.000000	NaN
IKZF3	-	SAMSN1	-0.475884	0.000000	NaN
ITM2A	-	SAMSN1	-0.641668	0.000000	NaN
TAGAP	+	SAMSN1	1.867325	0.000000	NaN
S100A10	+	SAMSN1	3.578298	0.000000	NaN
TRAC	+	SAMSN1	0.781928	0.000000	NaN
C12orf75	+	SAMSN1	0.261958	0.000000	NaN
CD96	-	SAMSN1	-0.759616	0.000000	NaN
SLC9A3R1	-	SAMSN1	-1.102972	0.000000	NaN
DUSP2	+	SAMSN1	2.561910	0.000000	NaN
SELL	+	SAMSN1	2.881837	0.000000	NaN
TRBC1	+	SAMSN1	1.757260	0.000000	NaN
HLA-DRB5	+	SAMSN1	2.008408	0.000000	NaN
CXCR4	+	SAMSN1	1.331370	0.000000	NaN
SRGN	+	SAMSN1	5.694396	0.000000	NaN
RASAL3	+	SAMSN1	0.921714	0.000000	NaN
LAT	+	SAMSN1	0.448036	0.000000	NaN
CD2	-	SAMSN1	-0.588593	0.000000	NaN
IL7R	+	SAMSN1	2.099880	0.000000	NaN
SYTL1	+	SAMSN1	1.049693	0.000000	NaN
S100A4	+	SAMSN1	2.200161	0.000000	NaN
CD40LG	-	SAMSN1	-0.088898	0.000000	NaN
PTPRCAP	-	SAMSN1	-0.155189	0.000000	NaN
LTB	-	SAMSN1	-0.032361	0.000000	NaN
GATA3	-	SAMSN1	-1.410350	0.000000	NaN
LCK	-	SAMSN1	-0.942029	0.000000	NaN
BATF	+	SAMSN1	0.331555	0.000000	NaN
TRBC2	+	SAMSN1	0.208152	0.000000	NaN
GZMA	+	SAMSN1	0.003122	0.000000	NaN
TNFRSF25	-	SAMSN1	-1.281644	0.000000	NaN
KIAA1551	+	SAMSN1	1.983109	0.000000	NaN
CXCR3	-	SAMSN1	-1.201024	0.000000	NaN
DDIT4	+	SAMSN1	2.197801	0.000000	NaN
TC2N	+	SAMSN1	0.188514	0.000000	NaN
GZMM	+	SAMSN1	1.180263	0.000000	NaN
SH2D2A	-	SAMSN1	-1.017314	0.000000	NaN
ITK	+	SAMSN1	0.855240	0.000000	NaN
HLA-DRB1	+	SAMSN1	1.267605	0.000000	NaN
TSPAN13	-	SAMSN1	-0.569481	0.000000	NaN
RGS1	+	SAMSN1	0.049981	0.000000	NaN
APOBEC3G	+	SAMSN1	0.313666	0.000000	NaN
PIM2	+	SAMSN1	1.184521	0.000000	NaN
TUBA4A	+	SAMSN1	1.310743	0.000000	NaN
RARRES3	+	SAMSN1	1.264696	0.000000	NaN
TCF7	-	SAMSN1	-1.254418	0.000000	NaN
KLRB1	-	SAMSN1	-0.287296	0.000000	NaN
GIMAP7	+	SAMSN1	3.368259	0.000000	NaN
CD247	-	SAMSN1	-0.003674	0.000000	NaN
PGM2L1	+	SAMSN1	0.603646	0.000000	NaN
CD3D	+	SAMSN1	0.412281	0.000000	NaN
IL22	-	SAMSN1	-0.013850	0.000000	NaN
CCL5	+	SAMSN1	0.150351	0.000000	NaN
CLEC2D	+	SAMSN1	0.456195	0.000000	NaN
CAMK4	-	SAMSN1	-0.086992	0.000000	NaN
TRAV8-2	+	SAMSN1	0.394709	0.000000	NaN
CD74	+	SAMSN1	0.481970	0.000000	NaN
CD28	-	SAMSN1	-0.494804	0.000000	NaN
TNFRSF18	+	SAMSN1	0.038503	0.000000	NaN
CD52	+	SAMSN1	1.711339	0.000000	NaN
IL32	-	SAMSN1	-0.032573	0.000000	NaN
TRAV8-3	-	SAMSN1	-1.362710	0.000000	NaN
ZAP70	-	SAMSN1	-0.537750	0.000000	NaN
ISG20	+	SAMSN1	0.804320	0.000000	NaN
CD69	-	SAMSN1	-0.003570	0.000000	NaN
SLC38A1	+	SAMSN1	0.225780	0.000000	NaN
LY9	-	SAMSN1	-0.035718	0.000000	NaN
HSPA8	+	SAMSN1	0.527283	0.000000	NaN
EVL	+	SAMSN1	0.614455	0.000000	NaN
TOX	-	SAMSN1	-0.967362	0.000000	NaN
TRAT1	-	SAMSN1	-0.524817	0.000000	NaN
LAIR2	-	SAMSN1	-0.227575	0.000000	NaN
CD82	-	SAMSN1	-0.737345	0.000000	NaN
ACTB	+	HLA-DQA1	2.180753	0.000000	NaN
TIGIT	-	HLA-DQA1	-6.895033	0.000000	NaN
BIRC3	+	HLA-DQA1	20.818636	0.000000	NaN
SLAMF1	-	HLA-DQA1	-2.032045	0.000000	NaN
CST7	+	HLA-DQA1	5.162338	0.000000	NaN
SAMSN1	+	HLA-DQA1	42.705573	0.000000	NaN
HLA-DQA1	+	HLA-DQA1	40.069957	0.000000	NaN
TMSB4X	+	HLA-DQA1	5.802918	0.000000	NaN
TRBV4-1	-	HLA-DQA1	-1.640194	0.000000	NaN
PTGER4	-	HLA-DQA1	-13.357905	0.000000	NaN
RHOH	-	HLA-DQA1	-11.771269	0.000000	NaN
SH2D1A	-	HLA-DQA1	-9.687594	0.000000	NaN
NBAS	-	HLA-DQA1	-2.497108	0.000000	NaN
CD3E	-	HLA-DQA1	-4.524143	0.000000	NaN
ALOX5AP	-	HLA-DQA1	-5.076636	0.000000	NaN
SKAP1	-	HLA-DQA1	-11.682554	0.000000	NaN
LIME1	-	HLA-DQA1	-9.524492	0.000000	NaN
TNFRSF4	-	HLA-DQA1	-1.339265	0.000000	NaN
SEPT1	-	HLA-DQA1	-10.294944	0.000000	NaN
TMC8	+	HLA-DQA1	14.077222	0.000000	NaN
HLA-DPA1	+	HLA-DQA1	35.076846	0.000000	NaN
IL2RG	-	HLA-DQA1	-4.332036	0.000000	NaN
GNLY	-	HLA-DQA1	-0.686759	0.000000	NaN
CD3G	-	HLA-DQA1	-8.935853	0.000000	NaN
PTPN7	-	HLA-DQA1	-10.561600	0.000000	NaN
SIT1	-	HLA-DQA1	-9.917506	0.000000	NaN
ZFP36L2	+	HLA-DQA1	9.493024	0.000000	NaN
TMSB10	+	HLA-DQA1	34.503201	0.000000	NaN
IKZF3	-	HLA-DQA1	-8.931463	0.000000	NaN
ITM2A	-	HLA-DQA1	-5.062352	0.000000	NaN
TAGAP	+	HLA-DQA1	23.979871	0.000000	NaN
S100A10	+	HLA-DQA1	83.190339	0.000000	NaN
TRAC	-	HLA-DQA1	-5.620889	0.000000	NaN
C12orf75	-	HLA-DQA1	-6.456350	0.000000	NaN
CD96	-	HLA-DQA1	-13.155585	0.000000	NaN
SLC9A3R1	-	HLA-DQA1	-5.137427	0.000000	NaN
DUSP2	+	HLA-DQA1	37.217580	0.000000	NaN
SELL	+	HLA-DQA1	50.696510	0.000000	NaN
TRBC1	-	HLA-DQA1	-5.541990	0.000000	NaN
HLA-DRB5	+	HLA-DQA1	74.648049	0.000000	NaN
CXCR4	+	HLA-DQA1	8.984603	0.000000	NaN
SRGN	+	HLA-DQA1	110.659712	0.000000	NaN
RASAL3	-	HLA-DQA1	-2.469230	0.000000	NaN
LAT	-	HLA-DQA1	-7.899824	0.000000	NaN
CD2	-	HLA-DQA1	-8.535317	0.000000	NaN
IL7R	+	HLA-DQA1	17.146958	0.000000	NaN
SYTL1	+	HLA-DQA1	8.625137	0.000000	NaN
S100A4	+	HLA-DQA1	35.544224	0.000000	NaN
CD40LG	-	HLA-DQA1	-1.372597	0.000000	NaN
PTPRCAP	-	HLA-DQA1	-2.366730	0.000000	NaN
LTB	-	HLA-DQA1	-1.049446	0.000000	NaN
GATA3	-	HLA-DQA1	-8.441068	0.000000	NaN
LCK	-	HLA-DQA1	-8.523615	0.000000	NaN
BATF	-	HLA-DQA1	-2.976901	0.000000	NaN
TRBC2	-	HLA-DQA1	-7.718946	0.000000	NaN
GZMA	-	HLA-DQA1	-0.698737	0.000000	NaN
TNFRSF25	-	HLA-DQA1	-9.821148	0.000000	NaN
KIAA1551	+	HLA-DQA1	25.026577	0.000000	NaN
CXCR3	-	HLA-DQA1	-8.690112	0.000000	NaN
DDIT4	+	HLA-DQA1	7.099637	0.000000	NaN
TC2N	-	HLA-DQA1	-8.340518	0.000000	NaN
GZMM	-	HLA-DQA1	-9.438663	0.000000	NaN
SH2D2A	-	HLA-DQA1	-11.633440	0.000000	NaN
ITK	-	HLA-DQA1	-10.658945	0.000000	NaN
HLA-DRB1	+	HLA-DQA1	43.966986	0.000000	NaN
TSPAN13	-	HLA-DQA1	-5.271000	0.000000	NaN
RGS1	-	HLA-DQA1	-1.098146	0.000000	NaN
APOBEC3G	-	HLA-DQA1	-11.191482	0.000000	NaN
PIM2	-	HLA-DQA1	-9.902490	0.000000	NaN
TUBA4A	-	HLA-DQA1	-2.211361	0.000000	NaN
RARRES3	+	HLA-DQA1	6.157282	0.000000	NaN
TCF7	-	HLA-DQA1	-8.730742	0.000000	NaN
KLRB1	-	HLA-DQA1	-3.523417	0.000000	NaN
GIMAP7	+	HLA-DQA1	35.272906	0.000000	NaN
CD247	-	HLA-DQA1	-6.615419	0.000000	NaN
PGM2L1	-	HLA-DQA1	-4.793935	0.000000	NaN
CD3D	-	HLA-DQA1	-6.954861	0.000000	NaN
IL22	-	HLA-DQA1	-0.166459	0.000000	NaN
CCL5	-	HLA-DQA1	-0.181443	0.000000	NaN
CLEC2D	-	HLA-DQA1	-9.210190	0.000000	NaN
CAMK4	-	HLA-DQA1	-12.792971	0.000000	NaN
TRAV8-2	-	HLA-DQA1	-6.771976	0.000000	NaN
CD74	+	HLA-DQA1	13.515730	0.000000	NaN
CD28	-	HLA-DQA1	-11.459125	0.000000	NaN
TNFRSF18	-	HLA-DQA1	-5.083043	0.000000	NaN
CD52	+	HLA-DQA1	4.585379	0.000000	NaN
IL32	-	HLA-DQA1	-0.510117	0.000000	NaN
TRAV8-3	-	HLA-DQA1	-8.566541	0.000000	NaN
ZAP70	-	HLA-DQA1	-10.162832	0.000000	NaN
ISG20	-	HLA-DQA1	-4.968774	0.000000	NaN
CD69	-	HLA-DQA1	-2.837174	0.000000	NaN
SLC38A1	-	HLA-DQA1	-12.864356	0.000000	NaN
LY9	-	HLA-DQA1	-11.665371	0.000000	NaN
HSPA8	-	HLA-DQA1	-2.636276	0.000000	NaN
EVL	-	HLA-DQA1	-8.682737	0.000000	NaN
TOX	-	HLA-DQA1	-11.602289	0.000000	NaN
TRAT1	-	HLA-DQA1	-11.033113	0.000000	NaN
LAIR2	-	HLA-DQA1	-3.189985	0.000000	NaN
CD82	-	HLA-DQA1	-7.017484	0.000000	NaN
ACTB	+	TMSB4X	10.581008	0.000000	NaN
TIGIT	-	TMSB4X	-27.235030	0.000000	NaN
BIRC3	+	TMSB4X	79.918094	0.000000	NaN
SLAMF1	+	TMSB4X	42.774374	0.000000	NaN
CST7	+	TMSB4X	45.084601	0.000000	NaN
SAMSN1	+	TMSB4X	105.843177	0.000000	NaN
HLA-DQA1	+	TMSB4X	49.639941	0.000000	NaN
TMSB4X	+	TMSB4X	35.511510	0.000000	NaN
TRBV4-1	-	TMSB4X	-7.297016	0.000000	NaN
PTGER4	+	TMSB4X	15.490109	0.000000	NaN
RHOH	-	TMSB4X	-71.962812	0.000000	NaN
SH2D1A	-	TMSB4X	-33.288094	0.000000	NaN
NBAS	+	TMSB4X	12.465779	0.000000	NaN
CD3E	+	TMSB4X	7.820548	0.000000	NaN
ALOX5AP	+	TMSB4X	10.856122	0.000000	NaN
SKAP1	-	TMSB4X	-27.776202	0.000000	NaN
LIME1	+	TMSB4X	9.325969	0.000000	NaN
TNFRSF4	+	TMSB4X	5.712132	0.000000	NaN
SEPT1	+	TMSB4X	7.685501	0.000000	NaN
TMC8	+	TMSB4X	63.943254	0.000000	NaN
HLA-DPA1	+	TMSB4X	44.631835	0.000000	NaN
IL2RG	+	TMSB4X	81.708395	0.000000	NaN
GNLY	+	TMSB4X	1.432154	0.000000	NaN
CD3G	-	TMSB4X	-16.025128	0.000000	NaN
PTPN7	+	TMSB4X	26.165209	0.000000	NaN
SIT1	-	TMSB4X	-15.566064	0.000000	NaN
ZFP36L2	+	TMSB4X	197.917514	0.000000	NaN
TMSB10	+	TMSB4X	122.470560	0.000000	NaN
IKZF3	-	TMSB4X	-19.024486	0.000000	NaN
ITM2A	-	TMSB4X	-34.770055	0.000000	NaN
TAGAP	+	TMSB4X	124.020748	0.000000	NaN
S100A10	+	TMSB4X	230.077202	0.000000	NaN
TRAC	+	TMSB4X	59.715425	0.000000	NaN
C12orf75	+	TMSB4X	35.125973	0.000000	NaN
CD96	+	TMSB4X	0.365297	0.000000	NaN
SLC9A3R1	-	TMSB4X	-50.430206	0.000000	NaN
DUSP2	+	TMSB4X	128.182872	0.000000	NaN
SELL	+	TMSB4X	84.325904	0.000000	NaN
TRBC1	+	TMSB4X	91.697625	0.000000	NaN
HLA-DRB5	+	TMSB4X	99.112235	0.000000	NaN
CXCR4	+	TMSB4X	43.663121	0.000000	NaN
SRGN	+	TMSB4X	222.105994	0.000000	NaN
RASAL3	+	TMSB4X	61.581550	0.000000	NaN
LAT	-	TMSB4X	-48.672498	0.000000	NaN
CD2	-	TMSB4X	-3.800100	0.000000	NaN
IL7R	+	TMSB4X	120.267361	0.000000	NaN
SYTL1	+	TMSB4X	49.187960	0.000000	NaN
S100A4	+	TMSB4X	163.578733	0.000000	NaN
CD40LG	-	TMSB4X	-5.983913	0.000000	NaN
PTPRCAP	+	TMSB4X	6.556586	0.000000	NaN
LTB	+	TMSB4X	14.464034	0.000000	NaN
GATA3	-	TMSB4X	-65.271102	0.000000	NaN
LCK	-	TMSB4X	-53.681646	0.000000	NaN
BATF	+	TMSB4X	35.693964	0.000000	NaN
TRBC2	-	TMSB4X	-5.009605	0.000000	NaN
GZMA	+	TMSB4X	1.150305	0.000000	NaN
TNFRSF25	-	TMSB4X	-36.570974	0.000000	NaN
KIAA1551	+	TMSB4X	67.479881	0.000000	NaN
CXCR3	+	TMSB4X	4.062320	0.000000	NaN
DDIT4	+	TMSB4X	83.227723	0.000000	NaN
TC2N	-	TMSB4X	-0.505294	0.000000	NaN
GZMM	-	TMSB4X	-7.424954	0.000000	NaN
SH2D2A	-	TMSB4X	-56.823852	0.000000	NaN
ITK	+	TMSB4X	61.078977	0.000000	NaN
HLA-DRB1	+	TMSB4X	57.991415	0.000000	NaN
TSPAN13	+	TMSB4X	3.142387	0.000000	NaN
RGS1	-	TMSB4X	-11.205541	0.000000	NaN
APOBEC3G	+	TMSB4X	24.724070	0.000000	NaN
PIM2	+	TMSB4X	18.403854	0.000000	NaN
TUBA4A	+	TMSB4X	29.073950	0.000000	NaN
RARRES3	+	TMSB4X	68.388093	0.000000	NaN
TCF7	-	TMSB4X	-39.009539	0.000000	NaN
KLRB1	-	TMSB4X	-19.414742	0.000000	NaN
GIMAP7	+	TMSB4X	188.980732	0.000000	NaN
CD247	+	TMSB4X	32.813948	0.000000	NaN
PGM2L1	+	TMSB4X	52.563092	0.000000	NaN
CD3D	+	TMSB4X	1.333833	0.000000	NaN
IL22	-	TMSB4X	-1.361865	0.000000	NaN
CCL5	+	TMSB4X	8.135951	0.000000	NaN
CLEC2D	+	TMSB4X	28.252087	0.000000	NaN
CAMK4	+	TMSB4X	12.641052	0.000000	NaN
TRAV8-2	+	TMSB4X	70.050435	0.000000	NaN
CD74	+	TMSB4X	20.498835	0.000000	NaN
CD28	-	TMSB4X	-30.376052	0.000000	NaN
TNFRSF18	+	TMSB4X	28.379504	0.000000	NaN
CD52	+	TMSB4X	131.209646	0.000000	NaN
IL32	-	TMSB4X	-1.901009	0.000000	NaN
TRAV8-3	-	TMSB4X	-31.620282	0.000000	NaN
ZAP70	+	TMSB4X	5.226135	0.000000	NaN
ISG20	+	TMSB4X	45.414118	0.000000	NaN
CD69	-	TMSB4X	-1.846855	0.000000	NaN
SLC38A1	+	TMSB4X	9.436874	0.000000	NaN
LY9	-	TMSB4X	-36.819696	0.000000	NaN
HSPA8	+	TMSB4X	11.457263	0.000000	NaN
EVL	-	TMSB4X	-33.157808	0.000000	NaN
TOX	-	TMSB4X	-61.474651	0.000000	NaN
TRAT1	-	TMSB4X	-8.607148	0.000000	NaN
LAIR2	+	TMSB4X	12.217252	0.000000	NaN
CD82	-	TMSB4X	-18.817064	0.000000	NaN
ACTB	-	TRBV4-1	-0.088515	0.000000	NaN
TIGIT	-	TRBV4-1	-0.720301	0.000000	NaN
BIRC3	-	TRBV4-1	-0.558723	0.000000	NaN
SLAMF1	+	TRBV4-1	4.195013	0.000000	NaN
CST7	-	TRBV4-1	-1.004450	0.000000	NaN
SAMSN1	-	TRBV4-1	-2.695629	0.000000	NaN
HLA-DQA1	+	TRBV4-1	0.019920	0.000000	NaN
TMSB4X	-	TRBV4-1	-0.156846	0.000000	NaN
TRBV4-1	+	TRBV4-1	0.828190	0.000000	NaN
PTGER4	+	TRBV4-1	2.600312	0.000000	NaN
RHOH	-	TRBV4-1	-6.280586	0.000000	NaN
SH2D1A	+	TRBV4-1	1.541492	0.000000	NaN
NBAS	+	TRBV4-1	3.758191	0.000000	NaN
CD3E	+	TRBV4-1	4.906907	0.000000	NaN
ALOX5AP	+	TRBV4-1	2.613422	0.000000	NaN
SKAP1	+	TRBV4-1	2.249591	0.000000	NaN
LIME1	+	TRBV4-1	5.091053	0.000000	NaN
TNFRSF4	+	TRBV4-1	0.102732	0.000000	NaN
SEPT1	+	TRBV4-1	4.782300	0.000000	NaN
TMC8	+	TRBV4-1	7.735078	0.000000	NaN
HLA-DPA1	+	TRBV4-1	0.018222	0.000000	NaN
IL2RG	+	TRBV4-1	4.085920	0.000000	NaN
GNLY	+	TRBV4-1	1.485540	0.000000	NaN
CD3G	+	TRBV4-1	2.970937	0.000000	NaN
PTPN7	-	TRBV4-1	-2.100338	0.000000	NaN
SIT1	+	TRBV4-1	3.369834	0.000000	NaN
ZFP36L2	+	TRBV4-1	8.623917	0.000000	NaN
TMSB10	-	TRBV4-1	-0.161570	0.000000	NaN
IKZF3	-	TRBV4-1	-7.997797	0.000000	NaN
ITM2A	-	TRBV4-1	-5.014775	0.000000	NaN
TAGAP	+	TRBV4-1	8.951711	0.000000	NaN
S100A10	-	TRBV4-1	-0.214980	0.000000	NaN
TRAC	+	TRBV4-1	6.839420	0.000000	NaN
C12orf75	+	TRBV4-1	11.991942	0.000000	NaN
CD96	+	TRBV4-1	2.835059	0.000000	NaN
SLC9A3R1	-	TRBV4-1	-3.569026	0.000000	NaN
DUSP2	-	TRBV4-1	-0.591711	0.000000	NaN
SELL	-	TRBV4-1	-3.984985	0.000000	NaN
TRBC1	+	TRBV4-1	10.176959	0.000000	NaN
HLA-DRB5	+	TRBV4-1	0.027319	0.000000	NaN
CXCR4	-	TRBV4-1	-1.278014	0.000000	NaN
SRGN	-	TRBV4-1	-0.167423	0.000000	NaN
RASAL3	+	TRBV4-1	5.629769	0.000000	NaN
LAT	-	TRBV4-1	-3.646140	0.000000	NaN
CD2	+	TRBV4-1	2.141997	0.000000	NaN
IL7R	+	TRBV4-1	8.161704	0.000000	NaN
SYTL1	+	TRBV4-1	4.229968	0.000000	NaN
S100A4	-	TRBV4-1	-0.031160	0.000000	NaN
CD40LG	+	TRBV4-1	0.226428	0.000000	NaN
PTPRCAP	+	TRBV4-1	3.828341	0.000000	NaN
LTB	+	TRBV4-1	2.766059	0.000000	NaN
GATA3	+	TRBV4-1	6.067799	0.000000	NaN
LCK	-	TRBV4-1	-4.070391	0.000000	NaN
BATF	+	TRBV4-1	1.538860	0.000000	NaN
TRBC2	+	TRBV4-1	2.093499	0.000000	NaN
GZMA	+	TRBV4-1	0.384309	0.000000	NaN
TNFRSF25	+	TRBV4-1	3.026245	0.000000	NaN
KIAA1551	+	TRBV4-1	2.460441	0.000000	NaN
CXCR3	+	TRBV4-1	3.924165	0.000000	NaN
DDIT4	+	TRBV4-1	2.249085	0.000000	NaN
TC2N	+	TRBV4-1	3.426718	0.000000	NaN
GZMM	+	TRBV4-1	5.129452	0.000000	NaN
SH2D2A	+	TRBV4-1	0.052977	0.000000	NaN
ITK	+	TRBV4-1	12.520573	0.000000	NaN
HLA-DRB1	+	TRBV4-1	0.014896	0.000000	NaN
TSPAN13	+	TRBV4-1	4.098600	0.000000	NaN
RGS1	-	TRBV4-1	-1.019704	0.000000	NaN
APOBEC3G	-	TRBV4-1	-1.857610	0.000000	NaN
PIM2	+	TRBV4-1	5.448868	0.000000	NaN
TUBA4A	-	TRBV4-1	-1.114905	0.000000	NaN
RARRES3	-	TRBV4-1	-3.267781	0.000000	NaN
TCF7	-	TRBV4-1	-3.141299	0.000000	NaN
KLRB1	+	TRBV4-1	2.045458	0.000000	NaN
GIMAP7	+	TRBV4-1	9.265742	0.000000	NaN
CD247	+	TRBV4-1	7.692546	0.000000	NaN
PGM2L1	+	TRBV4-1	4.707636	0.000000	NaN
CD3D	+	TRBV4-1	8.526091	0.000000	NaN
IL22	+	TRBV4-1	0.191674	0.000000	NaN
CCL5	-	TRBV4-1	-0.138109	0.000000	NaN
CLEC2D	+	TRBV4-1	4.639161	0.000000	NaN
CAMK4	+	TRBV4-1	7.399592	0.000000	NaN
TRAV8-2	+	TRBV4-1	12.759154	0.000000	NaN
CD74	+	TRBV4-1	0.008935	0.000000	NaN
CD28	-	TRBV4-1	-4.772430	0.000000	NaN
TNFRSF18	+	TRBV4-1	7.663344	0.000000	NaN
CD52	+	TRBV4-1	6.744713	0.000000	NaN
IL32	+	TRBV4-1	0.142555	0.000000	NaN
TRAV8-3	+	TRBV4-1	1.447175	0.000000	NaN
ZAP70	+	TRBV4-1	2.548890	0.000000	NaN
ISG20	+	TRBV4-1	8.621749	0.000000	NaN
CD69	+	TRBV4-1	5.271817	0.000000	NaN
SLC38A1	-	TRBV4-1	-0.477087	0.000000	NaN
LY9	-	TRBV4-1	-0.194382	0.000000	NaN
HSPA8	-	TRBV4-1	-0.856606	0.000000	NaN
EVL	-	TRBV4-1	-5.274669	0.000000	NaN
TOX	-	TRBV4-1	-4.808843	0.000000	NaN
TRAT1	+	TRBV4-1	6.341533	0.000000	NaN
LAIR2	+	TRBV4-1	4.980816	0.000000	NaN
CD82	+	TRBV4-1	0.170906	0.000000	NaN
ACTB	+	PTGER4	0.010356	0.000000	NaN
TIGIT	-	PTGER4	-0.166712	0.000000	NaN
BIRC3	+	PTGER4	0.057205	0.000000	NaN
SLAMF1	+	PTGER4	1.460036	0.000000	NaN
CST7	+	PTGER4	0.207552	0.000000	NaN
SAMSN1	+	PTGER4	0.499480	0.000000	NaN
HLA-DQA1	+	PTGER4	0.019484	0.000000	NaN
TMSB4X	+	PTGER4	0.070239	0.000000	NaN
TRBV4-1	-	PTGER4	-0.017344	0.000000	NaN
PTGER4	+	PTGER4	0.846584	0.000000	NaN
RHOH	-	PTGER4	-0.600182	0.000000	NaN
SH2D1A	-	PTGER4	-0.531480	0.000000	NaN
NBAS	+	PTGER4	0.532021	0.000000	NaN
CD3E	+	PTGER4	0.916156	0.000000	NaN
ALOX5AP	+	PTGER4	0.614545	0.000000	NaN
SKAP1	+	PTGER4	0.730294	0.000000	NaN
LIME1	+	PTGER4	0.590145	0.000000	NaN
TNFRSF4	+	PTGER4	0.071354	0.000000	NaN
SEPT1	-	PTGER4	-0.203317	0.000000	NaN
TMC8	+	PTGER4	1.207169	0.000000	NaN
HLA-DPA1	+	PTGER4	0.018651	0.000000	NaN
IL2RG	+	PTGER4	1.813124	0.000000	NaN
GNLY	+	PTGER4	0.201363	0.000000	NaN
CD3G	+	PTGER4	0.921311	0.000000	NaN
PTPN7	+	PTGER4	0.335165	0.000000	NaN
SIT1	-	PTGER4	-0.214111	0.000000	NaN
ZFP36L2	+	PTGER4	2.445184	0.000000	NaN
TMSB10	+	PTGER4	0.133161	0.000000	NaN
IKZF3	-	PTGER4	-0.686256	0.000000	NaN
ITM2A	-	PTGER4	-0.363609	0.000000	NaN
TAGAP	+	PTGER4	1.477875	0.000000	NaN
S100A10	+	PTGER4	0.269515	0.000000	NaN
TRAC	+	PTGER4	0.911163	0.000000	NaN
C12orf75	+	PTGER4	0.912154	0.000000	NaN
CD96	-	PTGER4	-0.013475	0.000000	NaN
SLC9A3R1	-	PTGER4	-0.528704	0.000000	NaN
DUSP2	+	PTGER4	0.370492	0.000000	NaN
SELL	+	PTGER4	0.933047	0.000000	NaN
TRBC1	+	PTGER4	1.776131	0.000000	NaN
HLA-DRB5	+	PTGER4	0.038070	0.000000	NaN
CXCR4	+	PTGER4	0.389837	0.000000	NaN
SRGN	+	PTGER4	0.235452	0.000000	NaN
RASAL3	+	PTGER4	0.753609	0.000000	NaN
LAT	+	PTGER4	0.012371	0.000000	NaN
CD2	-	PTGER4	-0.158036	0.000000	NaN
IL7R	+	PTGER4	1.637109	0.000000	NaN
SYTL1	+	PTGER4	1.215581	0.000000	NaN
S100A4	+	PTGER4	0.343709	0.000000	NaN
CD40LG	-	PTGER4	-0.135376	0.000000	NaN
PTPRCAP	+	PTGER4	0.610256	0.000000	NaN
LTB	+	PTGER4	0.333888	0.000000	NaN
GATA3	-	PTGER4	-0.913025	0.000000	NaN
LCK	-	PTGER4	-0.748369	0.000000	NaN
BATF	+	PTGER4	0.132790	0.000000	NaN
TRBC2	+	PTGER4	1.112251	0.000000	NaN
GZMA	+	PTGER4	0.547652	0.000000	NaN
TNFRSF25	+	PTGER4	0.053268	0.000000	NaN
KIAA1551	+	PTGER4	0.992793	0.000000	NaN
CXCR3	+	PTGER4	0.210968	0.000000	NaN
DDIT4	+	PTGER4	1.514391	0.000000	NaN
TC2N	+	PTGER4	0.379520	0.000000	NaN
GZMM	+	PTGER4	1.597835	0.000000	NaN
SH2D2A	-	PTGER4	-0.248880	0.000000	NaN
ITK	+	PTGER4	1.219727	0.000000	NaN
HLA-DRB1	+	PTGER4	0.022406	0.000000	NaN
TSPAN13	-	PTGER4	-0.358060	0.000000	NaN
RGS1	+	PTGER4	0.224347	0.000000	NaN
APOBEC3G	+	PTGER4	0.288190	0.000000	NaN
PIM2	+	PTGER4	0.582753	0.000000	NaN
TUBA4A	+	PTGER4	0.026466	0.000000	NaN
RARRES3	+	PTGER4	0.345196	0.000000	NaN
TCF7	+	PTGER4	0.245373	0.000000	NaN
KLRB1	+	PTGER4	1.246571	0.000000	NaN
GIMAP7	+	PTGER4	2.475027	0.000000	NaN
CD247	+	PTGER4	0.782413	0.000000	NaN
PGM2L1	+	PTGER4	0.350650	0.000000	NaN
CD3D	+	PTGER4	0.891212	0.000000	NaN
IL22	+	PTGER4	0.001273	0.000000	NaN
CCL5	+	PTGER4	0.086991	0.000000	NaN
CLEC2D	+	PTGER4	0.620371	0.000000	NaN
CAMK4	+	PTGER4	1.058814	0.000000	NaN
